,时间,公司名,轮次,金额,投资机构
5819,2017/6/23,石磊氟材料,A轮,数千万人民币,和君资本-中信证券-百富源资本-宝安投资
5820,2017/6/23,平阳县交通投资集团,A轮,未透露,浙江金控资本
5821,2017/6/23,我要赛,A轮,数千万人民币,清华x-lab创业DNA基金
5822,2017/6/23,千幻信息技术,A轮,未透露,浙报传媒(东方星空)
5823,2017/6/23,静医生,种子轮,50万人民币,未透露
5824,2017/6/23,Ulegal有法务,A轮,数千万人民币,腾讯-英诺天使基金
5825,2017/6/23,菁因康,天使轮,数百万人民币,浙江普渡科技
5826,2017/6/23,读客图书,A轮,1.28亿人民币,君联资本
5827,2017/6/23,尝途旅行TastyTravel,天使轮,未透露,薛蛮子
5828,2017/6/23,创冰科技,A+轮,数千万人民币,澜亭资本
5829,2017/6/23,悠洗,A轮,3000万人民币,新华都
5830,2017/6/23,WestWellLab西井科技,A轮,未透露,复星同浩
5831,2017/6/23,诺博教育,A轮,4290万人民币,德同资本-清控银杏创投
5832,2017/6/23,苏橙智慧旅游,天使轮,数百万人民币,未透露
5833,2017/6/23,Hi维修,A+轮,5000万人民币,恺英网络
5834,2017/6/23,大糖医,A轮,数千万人民币,璘晖创投
5835,2017/6/22,凯珥医疗,种子轮,未透露,海邦投资
5836,2017/6/22,智慧树,战略投资,1.5亿人民币,和晶科技
5837,2017/6/22,能量库,天使轮,未透露,鼎世创投
5838,2017/6/22,CQASO闯奇信息科技,A轮,1000万人民币,未透露
5839,2017/6/22,蛙鸣健康,B轮,数千万人民币,德同资本-飞拓无限-高朋集团
5840,2017/6/22,圈圈互助,天使轮,数百万人民币,未透露
5841,2017/6/22,小猪加油,天使轮,未透露,何培成
5842,2017/6/22,爱汇健康,A轮,7500万人民币,未透露
5843,2017/6/22,江西华威科技,A轮,数千万人民币,深创投
5844,2017/6/22,狮头牌卤味研究所,天使轮,数百万人民币,九毛九餐饮
5845,2017/6/22,超满意科技,天使轮,数百万人民币,金沙江创投
5846,2017/6/22,速显微,Pre-A轮,1800万人民币,丰厚资本-金沙江联合资本-合肥高投
5847,2017/6/22,潜行创新,天使轮,数百万人民币,银杏谷资本-浩方创投
5848,2017/6/22,万店掌,A轮,1500万人民币,金沙江创投
5849,2017/6/22,时客网,IPO上市,1350万美元,未透露
5850,2017/6/22,运去哪,A+轮,5000万人民币,DCM中国-春晓资本-星河互联
5851,2017/6/22,精悦蓉,战略投资,未透露,未透露
5852,2017/6/22,大丰收农资商城,B轮,2亿人民币,经纬中国-华创资本-兰馨亚洲
5853,2017/6/22,多彩投,A轮,1000万美元,DCM中国-顺为资本
5854,2017/6/22,噜噜VR,Pre-A轮,800万人民币,博将资本-苏大天宫创投
5855,2017/6/22,量子学派,天使轮,500万人民币,英诺天使基金-中科创星
5856,2017/6/22,Multiverse摩登世纪,A轮,数千万美元,黑洞投资
5857,2017/6/22,Auto3D小桁网络,战略投资,数百万人民币,九合创投-集结号资本
5858,2017/6/22,打零工,战略投资,2000万人民币,未透露
5859,2017/6/22,钱大妈,A+轮,数千万人民币,京东-和君资本-启承资本
5860,2017/6/22,万铭金服,战略投资,未透露,未透露
5861,2017/6/22,云之家,A轮,数亿人民币,新光集团
5862,2017/6/22,appMagics,A+轮,数千万人民币,紫辉创投-华盖资本-博将资本
5863,2017/6/22,米泛娱乐,天使轮,数百万人民币,小米科技-微影资本(微影时代)-信文资本
5864,2017/6/21,煦风信息,A轮,数百万人民币,德迅投资
5865,2017/6/21,51赞,天使轮,数百万人民币,阿米巴资本
5866,2017/6/21,香蜜家,天使轮,未透露,GGV纪源资本-险峰长青-钟鼎创投
5867,2017/6/21,华清科盛,A轮,数千万人民币,苏州清研资本
5868,2017/6/21,悠比旅行,A轮,数千万人民币,国科嘉和-春泉创投-中南弘远
5869,2017/6/21,鸿金所,A轮,数千万人民币,兴业集团
5870,2017/6/21,Teasoon茶首,Pre-A轮,800万人民币,峰瑞资本-发现创投
5871,2017/6/21,亚食联,A轮,数亿人民币,美团(新美大)
5872,2017/6/21,女子十二乐坊,战略投资,数千万人民币,陌陌科技
5873,2017/6/21,大神电竞,A轮,4000万人民币,伯藜创投-盛万投资-彬复资本
5874,2017/6/21,斯坦德机器人,Pre-A轮,数千万人民币,深创投-松禾资本-合创资本
5875,2017/6/21,果果庄园,天使轮,200万人民币,未透露
5876,2017/6/21,创意智联,天使轮,600万人民币,未透露
5877,2017/6/21,猫屎星球,天使轮,数百万人民币,未透露
5878,2017/6/21,华体照明,IPO上市,未透露,未透露
5879,2017/6/21,掌趣科技,战略投资,4.9亿人民币,腾讯
5880,2017/6/21,长亭科技,A轮,数千万人民币,真格基金-启明创投-滴滴出行-君盛投资-苹果天使APU
5881,2017/6/21,学两招,天使轮,数百万人民币,创客100基金
5882,2017/6/21,羿辰动漫,天使轮,数百万人民币,乐游资本
5883,2017/6/20,天固,天使轮,数百万人民币,创想天使
5884,2017/6/20,人人积金,战略投资,5000万人民币,未透露
5885,2017/6/20,松鼠电电,Pre-A轮,未透露,完美世界
5886,2017/6/20,八五空间,天使轮,未透露,清控科创控股
5887,2017/6/20,鑫泰能源,天使轮,数百万人民币,华软投资
5888,2017/6/20,第一元素,B轮,数千万人民币,未透露
5889,2017/6/20,华夏收藏网,B轮,未透露,帮实资本
5890,2017/6/20,东航物流,战略投资,未透露,普洛斯GLP-德邦物流-联想控股
5891,2017/6/20,蚂蚁盒子,天使轮,未透露,未透露
5892,2017/6/20,睿昂生物,B轮,未透露,深圳高特佳
5893,2017/6/20,花样生长,种子轮,300万人民币,Temasek淡马锡
5894,2017/6/20,享开店,天使轮,数百万人民币,复旦思德创投
5895,2017/6/20,医众,Pre-A轮,数千万人民币,金沙江创投
5896,2017/6/20,奥凌OOHLink,天使轮,未透露,未透露
5897,2017/6/20,大有云图,天使轮,数百万人民币,和君资本
5898,2017/6/20,房钛科技,天使轮,1200万人民币,真格基金-芳晟股权投资基金
5899,2017/6/20,加速云,Pre-A轮,数千万人民币,真格基金-达晨创投-如山资本
5900,2017/6/20,快乐de蛋,天使轮,300万人民币,阿米巴资本
5901,2017/6/20,集群车宝,A+轮,5000万人民币,磐晟资产
5902,2017/6/20,维宁体育,A轮,未透露,达晨创投-世纪金源-智美体育-卓越教育
5903,2017/6/20,袋鼠影业,天使轮,4500万人民币,黑洞投资
5904,2017/6/20,星火钱包,A轮,数千万人民币,JadeValue
5905,2017/6/20,远海国际,A轮,数千万人民币,未透露
5906,2017/6/20,漫道图像,新三板,未透露,未透露
5907,2017/6/20,九衢数据,天使轮,225万人民币,未透露
5908,2017/6/20,倍格创业,A轮,1800万美元,第一投资
5909,2017/6/20,大力税手,天使轮,800万人民币,未透露
5910,2017/6/20,墨丘科技,天使轮,数千万人民币,中科创星
5911,2017/6/20,全息互信,A轮,3000万人民币,联想创投集团-昆仲资本
5912,2017/6/20,乐乐医,Pre-A轮,2500万人民币,未透露
5913,2017/6/20,全球影子转运,天使轮,300万人民币,未透露
5914,2017/6/19,融烨科技,天使轮,数百万人民币,开物天使基金(开物相泰)-健和科技
5915,2017/6/19,顺手付,战略投资,6亿人民币,未透露
5916,2017/6/19,朗昇科技,A轮,3000万人民币,安龙基金
5917,2017/6/19,广景视睿,B轮,数亿人民币,青云创投-招商致远资本(招商资本)
5918,2017/6/19,壹美集团,战略投资,未透露,未透露
5919,2017/6/19,优加健康,天使轮,未透露,联想之星
5920,2017/6/19,上工医信,Pre-A轮,数千万人民币,韩投伙伴-德摩资本
5921,2017/6/19,抖动文化,Pre-A轮,数百万人民币,小米科技
5922,2017/6/19,比原链Bytom,Pre-A轮,数千万人民币,创新谷Innovalley-薛蛮子(蛮子基金)-启赋资本-梅花天使创投
5923,2017/6/19,永信至诚i春秋学院,新三板,7500万人民币,奇虎360-英华资本
5924,2017/6/19,有喵租包,天使轮,300万人民币,盈动资本
5925,2017/6/19,BluePay锐蓝创想,B轮,1000万美元,愉悦资本
5926,2017/6/19,飞搜科技,Pre-A轮,1000万人民币,未透露
5927,2017/6/19,驿氪科技,A轮,400万美元,DCM中国
5928,2017/6/19,新航海在线Stager Live,A轮,数千万人民币,险峰长青-SIG海纳亚洲-清流资本
5929,2017/6/19,小签科技,Pre-A轮,数千万人民币,老鹰基金-天使成长营AC加速器-Moviebook影谱科技-谷银基金
5930,2017/6/19,百货栈,Pre-A轮,数千万人民币,未透露
5931,2017/6/19,自在传媒,IPO上市后,5000万人民币,荣正投资-向上影业
5932,2017/6/19,Nonolive世讯科技,A轮,数千万美元,阿里巴巴-UCWEB优视科技-微影资本(微影时代)-斗鱼TV
5933,2017/6/19,Next Smart,天使轮,数百万人民币,未透露
5934,2017/6/19,聚信立,B轮,1亿人民币,领沨资本-竑观投资-京东金融
5935,2017/6/19,星驰传媒,B轮,数千万美元,亚商资本
5936,2017/6/19,易鲜冷链,天使轮,数千万人民币,冻品在线
5937,2017/6/19,易工程,Pre-A轮,数千万人民币,坚果资本
5938,2017/6/19,阿格斯,A轮,3000万人民币,德同资本-国科嘉和-元禾原点创投
5939,2017/6/19,咿啦看书,A轮,5000万人民币,天明集团
5940,2017/6/19,42章经,Pre-A轮,640万人民币,联想之星-光源资本-小饭桌(凡卓资本)-头头是道投资基金
5941,2017/6/18,你找我租,天使轮,1050万人民币,未透露
5942,2017/6/18,幼师口袋,A轮,数千万人民币,威创股份
5943,2017/6/18,橙伞,天使轮,500万人民币,未透露
5944,2017/6/17,五车网,A轮,数千万人民币,苏州清研资本-水木资本
5945,2017/6/16,邦天视频,A轮,数千万人民币,华映资本
5946,2017/6/16,搭伞,种子轮,500万人民币,未透露
5947,2017/6/16,快美妆,B轮,6000万人民币,华映资本-前海母基金
5948,2017/6/16,深圳小闪快送,天使轮,1000万人民币,赛马资本
5949,2017/6/16,妙云先生,天使轮,1000万人民币,未透露
5950,2017/6/16,WeTalk,天使轮,数百万人民币,Withinlink碚曦投资
5951,2017/6/16,宠物家,A轮,数千万人民币,高瓴资本-蓝湖资本-深圳协同创新基金
5952,2017/6/16,洋姑妈,A+轮,数千万人民币,启赋资本-凯盈资本-电魂网络-禾今投资
5953,2017/6/16,庆泉宠物,新三板,未透露,未透露
5954,2017/6/16,Maxent猛犸反欺诈,A+轮,5000万人民币,DCM中国-祥峰投资
5955,2017/6/16,德胜电气,新三板,未透露,未透露
5956,2017/6/16,兴达讯,新三板,未透露,未透露
5957,2017/6/16,海尔小焙,A+轮,数千万人民币,华青资本
5958,2017/6/16,米兔网络,新三板,未透露,未透露
5959,2017/6/16,顶象技术,A轮,未透露,红杉资本中国
5960,2017/6/16,同道伟业,A轮,2400万人民币,丰厚资本-华盖资本
5961,2017/6/16,可可奇货,种子轮,数百万人民币,荣信股份-梦网荣信
5962,2017/6/16,小趣好护士,A轮,6400万人民币,软银中国-弘晖资本-德屹资本-京颐股份
5963,2017/6/16,径卫视觉,A轮,数千万人民币,愉悦资本
5964,2017/6/16,摩拜单车,E轮,6亿美元,红杉资本中国-腾讯-高瓴资本-Farallon-Capital法拉龙资本-交银国际-工银国际-TPG德太资本-弘卓资本
5965,2017/6/16,KilaKila,A轮,数千万人民币,红杉资本中国-新浪微博基金-有信网
5966,2017/6/15,喜宝动力,新三板,未透露,未透露
5967,2017/6/15,石墨文档,A轮,数千万人民币,华创资本-光谷创投
5968,2017/6/15,华会科技,A轮,数千万人民币,未透露
5969,2017/6/15,安特金生物,A轮,数千万人民币,广州越秀产业基金
5970,2017/6/15,虹慧达科技,A轮,未透露,合肥高投
5971,2017/6/15,雅莘教育,A轮,未透露,天风证券(天风天睿)
5972,2017/6/15,元美环境,A轮,未透露,宁波天使投资引导基金
5973,2017/6/15,蓝德环保,战略投资,1.62亿人民币,创业接力(创业基金会)
5974,2017/6/15,青飞智能,天使轮,1000万人民币,未透露
5975,2017/6/15,金楚信息,A轮,数千万人民币,腾讯
5976,2017/6/15,云犀直播,Pre-A轮,2000万人民币,赛富基金
5977,2017/6/15,云哟科技,天使轮,1000万人民币,未透露
5978,2017/6/15,红圈营销,战略投资,2.1亿人民币,未透露
5979,2017/6/15,论语天下,天使轮,数百万人民币,五岳资本
5980,2017/6/15,翌雪网络,Pre-A轮,数千万人民币,奥英网络
5981,2017/6/15,鲲游光电,天使轮,数千万人民币,晨晖创投-创璟资本
5982,2017/6/15,LOOK,Pre-A轮,3000万人民币,天使湾-策源创投-星创投-东方风行传媒
5983,2017/6/15,纽若思医疗,战略投资,600万人民币,未透露
5984,2017/6/15,集客分享,天使轮,300万人民币,艾瑞咨询
5985,2017/6/15,大圣出行,天使轮,1000万人民币,未透露
5986,2017/6/15,金蝶天燕中间件,新三板,未透露,未透露
5987,2017/6/15,慧博科技,战略投资,数百万人民币,未透露
5988,2017/6/15,鸿鹄数据库,天使轮,300万人民币,成都高投
5989,2017/6/15,车置宝,C+轮,5亿人民币,孝昌水木投资-酉金资本Regent-Capital
5990,2017/6/15,有路网,A+轮,5000万人民币,华映资本-Cherubic-Ventures心元资本-龙腾资本-洪泰基金
5991,2017/6/15,小寻科技,A轮,1000万美元,晨兴资本-诺基亚成长基金
5992,2017/6/15,车好多集团,B轮,4亿美元,红杉资本中国-经纬中国-蓝驰创投-Dragoneer-Investment-Group-H-Capital-京西创投(首钢基金)-山行资本-招银国际
5993,2017/6/15,联合丽格,B轮,2亿人民币,金浦投资
5994,2017/6/15,品生医学,天使轮,数千万人民币,IDG资本
5995,2017/6/14,飞渡科技,A轮,未透露,未透露
5996,2017/6/14,利珀科技,B轮,数千万人民币,东方汇富
5997,2017/6/14,AKKA,A轮,未透露,德同资本
5998,2017/6/14,布朗睿智,战略投资,1.05亿人民币,未透露
5999,2017/6/14,碧利医疗BEELE,天使轮,数十万人民币,PreAngel
6000,2017/6/14,布朗时代,战略投资,4507万人民币,未透露
6001,2017/6/14,库神钱包,天使轮,数百万人民币,节点资本-比特大陆-火币网
6002,2017/6/14,麦点餐饮,种子轮,未透露,歌斐教育
6003,2017/6/14,华芯微,新三板,未透露,未透露
6004,2017/6/14,宜优速,天使轮,2000万人民币,未透露
6005,2017/6/14,漫画岛,B+轮,数千万人民币,南山资本
6006,2017/6/14,普泰集团,战略投资,10亿人民币,未透露
6007,2017/6/14,看了吗视频,A轮,未透露,未透露
6008,2017/6/14,阿卡索,B轮,数千万人民币,IDG资本-深创投-广发信德
6009,2017/6/14,EasyGo未来便利店,种子轮,500万人民币,未透露
6010,2017/6/14,大丰收,B轮,2亿人民币,经纬中国-华创资本-兰馨亚洲
6011,2017/6/14,同学借书,种子轮,数百万人民币,未透露
6012,2017/6/14,墨云科技,天使轮,数百万人民币,Testin云测网络
6013,2017/6/14,量子保,天使轮,数百万人民币,亚杰天使投资
6014,2017/6/14,生命奇点,A轮,5000万人民币,汇鼎财富
6015,2017/6/14,家长慕课,天使轮,200万人民币,未透露
6016,2017/6/14,选旅行,天使轮,600万人民币,未透露
6017,2017/6/14,轻生活卫生巾,A轮,数千万人民币,启赋资本
6018,2017/6/14,智影,A轮,数千万人民币,GGV纪源资本-清流资本
6019,2017/6/14,支付侠,战略投资,1000万人民币,未透露
6020,2017/6/14,斗腕,天使轮,数百万人民币,未透露
6021,2017/6/14,样本通,Pre-A轮,1200万人民币,中科创星
6022,2017/6/14,艺术小红花,天使轮,1000万人民币,盈峰资本
6023,2017/6/14,精诚以诺,新三板,未透露,未透露
6024,2017/6/14,闪修侠,A轮,数千万人民币,回收宝
6025,2017/6/14,普普文化,A轮,667万人民币,华睿投资-海泉基金(胡海泉)-青瓦资本
6026,2017/6/14,坏男孩学院,B轮,数千万人民币,真顺基金-熙金资本-头头是道投资基金
6027,2017/6/13,芯迈senthmetic,Pre-A轮,未透露,Plug-and-Play
6028,2017/6/13,停车有位,A轮,数千万人民币,赛伯乐投资
6029,2017/6/13,嘉技智能,天使轮,未透露,苏州清研资本
6030,2017/6/13,江昕轮胎,C轮,数千万人民币,暴龙投资-前海母基金
6031,2017/6/13,吉林农信,新三板,4800万人民币,国家中小企业发展基金（国中创投）
6032,2017/6/13,RupiahPlus,Pre-A轮,数百万美元,未透露
6033,2017/6/13,问聊,天使轮,150万人民币,未透露
6034,2017/6/13,共舞体育,种子轮,数百万人民币,精一天使公社
6035,2017/6/13,超神互动,战略投资,3亿人民币,未透露
6036,2017/6/13,四海钓鱼,A轮,数千万人民币,凯泰资本
6037,2017/6/13,畅购GO,A轮,数亿人民币,未透露
6038,2017/6/13,深圳新闻网,新三板,未透露,未透露
6039,2017/6/13,PingCAP平凯星辰,B轮,1500万美元,经纬中国-险峰长青-华创资本-云启资本-峰瑞资本
6040,2017/6/13,弘积科技,A轮,3000万人民币,张江火炬创投-云椿资本
6041,2017/6/13,暖水信息,战略投资,1500万人民币,恺英网络
6042,2017/6/13,合勋车融,战略投资,4000万人民币,恺英网络
6043,2017/6/13,百付天下,战略投资,2000万人民币,恺英网络
6044,2017/6/13,翰迪数据,战略投资,3450万人民币,恺英网络
6045,2017/6/13,中联保险,新三板,未透露,未透露
6046,2017/6/13,智驾科技Maxieye,Pre-A轮,数千万人民币,理成资产-壹号资本
6047,2017/6/13,兴格传媒,B轮,5亿人民币,新文化-优酷土豆-合一集团-中金公司
6048,2017/6/12,陈楸帆工作室,天使轮,数百万人民币,合一资本
6049,2017/6/12,赛亚人网络,B轮,数千万人民币,乐逗游戏
6050,2017/6/12,Loyyal,A轮,120万美元,未透露
6051,2017/6/12,ASM亚广,A轮,数千万人民币,挚盈资本
6052,2017/6/12,魔猫充电站,天使轮,未透露,创新工场
6053,2017/6/12,鲜稻屋,Pre-A轮,2000万人民币,合众资本-俞敏洪-刘成敏
