,时间,公司名,轮次,金额,投资机构
5217,2015/3/30,车满满,天使轮,数百万人民币,九合创投-微光创投
5218,2015/3/30,寻拍网,天使轮,500万人民币,未透露
5219,2015/3/30,权大师,天使轮,1000万人民币,极客帮创投-溪山天使会(西山天使会)
5220,2015/3/30,美狐,天使轮,500万人民币,君润资本
5221,2015/3/30,美上门,Pre-A轮,3000万人民币,未透露
5222,2015/3/30,玩加赛事,天使轮,数百万人民币,BWVC泽厚资本
5223,2015/3/30,呱呱洗车,A轮,1000万美元,58同城
5224,2015/3/30,美妙世界,A轮,2000万人民币,未透露
5225,2015/3/30,小螺趣租,A轮,500万美元,光速中国-途家
5226,2015/3/30,51社保网,A轮,400万美元,宽带资本CBC-九合创投-联创永宣
5227,2015/3/30,美到生活,A轮,2500万美元,源码资本-昆仑万维
5228,2015/3/30,乐7游戏,天使轮,1000万人民币,联创永宣-无穹创投
5229,2015/3/30,宿说,天使轮,数百万人民币,众海投资
5230,2015/3/30,御家汇,B轮,数亿人民币,顺为资本
5231,2015/3/30,DataEye慧动创想,A轮,5000万人民币,深创投-亚商资本
5232,2015/3/30,爱鲜蜂,B轮,2000万美元,红杉资本中国-天图资本-钟鼎创投-高瓴资本
5233,2015/3/30,宅米,A轮,数千万人民币,祥峰投资
5234,2015/3/30,跟谁学,A轮,5000万美元,高榕资本-启赋资本
5235,2015/3/30,猿题库,D轮,6000万美元,IDG资本-经纬中国-新天域资本-华人文化产业基金
5236,2015/3/29,老师来了,A轮,200万美元,未透露
5237,2015/3/29,宛若故里,天使轮,1000万人民币,青骢资本
5238,2015/3/29,云樱医疗,天使轮,3300万人民币,阿里云
5239,2015/3/29,包菜网,天使轮,200万人民币,未透露
5240,2015/3/29,三维度商城,A轮,数千万人民币,未透露
5241,2015/3/28,天成医疗,A轮,1870万人民币,挚信资本
5242,2015/3/28,图简ImSiper,天使轮,数百万人民币,创新工场
5243,2015/3/28,金山云,B+轮,5266万美元,IDG资本-金山软件
5244,2015/3/27,惠吧,天使轮,未透露,联创永宣-浙商创投
5245,2015/3/27,游禅网络,天使轮,数百万人民币,青松基金
5246,2015/3/27,闻泰医疗,B轮,2.1亿人民币,IDG资本-弘晖资本
5247,2015/3/27,聚元微电子,B轮,600万人民币,国发创投
5248,2015/3/27,春水堂,C轮,8000万人民币,联创永宣-同创伟业
5249,2015/3/27,全球说,天使轮,未透露,未透露
5250,2015/3/27,大码美衣,A轮,数百万美元,DCM中国
5251,2015/3/27,易成云超市,天使轮,数百万人民币,未透露
5252,2015/3/27,蒸汽世界,天使轮,数百万人民币,湖畔山南资本
5253,2015/3/27,恒顿传媒,A轮,数千万人民币,华映资本-元禾控股-825新媒体产业基金
5254,2015/3/27,彩88彩票网,B轮,数千万人民币,广发信德
5255,2015/3/27,匠临Bredgy,天使轮,数百万人民币,谆朴投资
5256,2015/3/27,柠萌影业,A轮,1亿人民币,腾讯
5257,2015/3/27,随身教,天使轮,数百万人民币,盈动资本
5258,2015/3/27,HelloMoney财富你好,天使轮,数百万人民币,中路资本
5259,2015/3/27,仁仁分期,A轮,2500万人民币,报喜鸟
5260,2015/3/27,铂略咨询,天使轮,数百万人民币,凯风创投
5261,2015/3/27,焦扬网络UZONE,A轮,2000万人民币,巨人网络(巨人创投)
5262,2015/3/27,衣卫士,天使轮,500万人民币,富德胜创投
5263,2015/3/27,决胜网,B轮,数千万人民币,信中利资本-新东方-线性资本
5264,2015/3/26,巨潮科技,新三板,未透露,未透露
5265,2015/3/26,创云科技,天使轮,100万人民币,联想之星
5266,2015/3/26,瑞博恩汽车金融,天使轮,数百万人民币,未透露
5267,2015/3/26,Loops擎信互娱,天使轮,300万人民币,猎豹移动
5268,2015/3/26,我的期货网,A轮,未透露,未透露
5269,2015/3/26,一满乐,天使轮,数十万美元,丰元创投Amino-Capital
5270,2015/3/26,铁血网,B轮,数千万人民币,经纬中国-力合清源
5271,2015/3/26,中驰车福,A+轮,1.6亿人民币,同创伟业-中华开发
5272,2015/3/26,指挥家,天使轮,数百万人民币,隆领投资-蔡文胜
5273,2015/3/26,快杏方,天使轮,数百万人民币,真顺基金
5274,2015/3/26,暖暖交友,天使轮,数百万人民币,险峰长青
5275,2015/3/26,初炼,天使轮,1000万人民币,联想之星-孝昌水木投资
5276,2015/3/26,十方旅行,天使轮,数百万人民币,戈壁创投-京东
5277,2015/3/26,91APP,A轮,900万美元,appWorks之初创投
5278,2015/3/26,掌众金融Leyu Limited,A轮,1000万美元,神州付
5279,2015/3/26,爱钱包,A轮,5000万人民币,光大集团
5280,2015/3/26,诺贝儿教育,A轮,未透露,未透露
5281,2015/3/26,柯玛妮克,A轮,未透露,IDG资本
5282,2015/3/26,弹吧钢琴陪练,A轮,数百万美元,红杉资本中国
5283,2015/3/26,一瞬短视频日记,天使轮,未透露,创新谷Innovalley
5284,2015/3/25,资本在线,A轮,5000万人民币,未透露
5285,2015/3/25,MobiExchanger摩邑诚,A轮,数百万美元,联创永宣
5286,2015/3/25,Zenjoy,A轮,数百万美元,红杉资本中国-源码资本
5287,2015/3/25,58财福,A轮,2000万人民币,海泉基金(胡海泉)
5288,2015/3/25,考拉小区,天使轮,数百万人民币,未透露
5289,2015/3/25,金装律师,天使轮,数百万人民币,岩桥投资-天使汇-众诚资本
5290,2015/3/25,超级工作室,天使轮,500万人民币,中路资本
5291,2015/3/25,奇怪果园,A轮,1000万人民币,紫辉创投-伯藜创投
5292,2015/3/25,车叮咚,天使轮,数百万人民币,真格基金-九合创投-众海投资-微光创投
5293,2015/3/25,众荟信息,A轮,数千万人民币,携程
5294,2015/3/25,优优宝,天使轮,数百万人民币,洪泰基金-正和岛正和磁系资本
5295,2015/3/25,改装咖,种子轮,数十万人民币,苏河汇
5296,2015/3/25,搜学宝,天使轮,数百万人民币,未透露
5297,2015/3/25,马蜂窝旅游网,C轮,数千万美元,启明创投-高瓴资本-Coatue-Management
5298,2015/3/25,1more万魔声学,B轮,未透露,IDG资本-GGV纪源资本-GIC新加坡政府投资公司
5299,2015/3/25,笨鸟海淘,A轮,500万美元,险峰长青-贝塔斯曼亚洲投资基金-华兴资本
5300,2015/3/25,91爱车,天使轮,1500万人民币,未透露
5301,2015/3/25,艾漫数据,A轮,6000万人民币,创势资本
5302,2015/3/25,物流小秘,A轮,1000万美元,IDG资本-华创资本
5303,2015/3/24,康达,Pre-A轮,数千万人民币,江苏高科技投资集团(高投集团)
5304,2015/3/24,活法儿,Pre-A轮,1000万人民币,安芙兰资本-涌金集团
5305,2015/3/24,云报关,种子轮,数百万人民币,浩方创投
5306,2015/3/24,创酷互动,A轮,未透露,盖娅互娱
5307,2015/3/24,小鹿叮叮纸尿裤,天使轮,数百万人民币,合力投资
5308,2015/3/24,大白鲸世界,C轮,未透露,汉鼎亚太-先锋投资
5309,2015/3/24,欧德蒙,天使轮,5000万人民币,未透露
5310,2015/3/24,鲜漫动漫,天使轮,数百万人民币,北软天使基金-梧桐树资本-乐游资本-天使成长营AC加速器
5311,2015/3/24,品材网,A轮,数千万人民币,IDG资本
5312,2015/3/24,安途短租,A轮,1000万人民币,挚盈资本-亿联资本
5313,2015/3/24,米投网络,天使轮,数百万人民币,梅花天使创投
5314,2015/3/24,绘事后素,种子轮,200万人民币,未透露
5315,2015/3/24,味库,A轮,数千万人民币,松禾资本-首业君京投资
5316,2015/3/24,飞鹿家居,A轮,未透露,未透露
5317,2015/3/24,贰货,种子轮,100万人民币,水木清华校友基金
5318,2015/3/24,美丽来佳人网络,天使轮,1000万人民币,华创资本
5319,2015/3/24,一游味近,天使轮,数百万人民币,盛大资本-创业邦天使基金
5320,2015/3/24,鲜供社,天使轮,数百万人民币,晨兴资本-创业工场VenturesLab
5321,2015/3/24,也瘦网Sline,Pre-A轮,800万人民币,乐视网
5322,2015/3/24,小站教育,B轮,2900万美元,GGV纪源资本-顺为资本-麦顿投资
5323,2015/3/24,多宝APP,天使轮,400万人民币,洋葱基金
5324,2015/3/24,暴风影音,IPO上市,数亿人民币,未透露
5325,2015/3/24,公平价,B轮,1000万美元,经纬中国-晨兴资本
5326,2015/3/24,700Bike柒零零,A轮,1500万美元,IDG资本-华创资本-高榕资本
5327,2015/3/23,星展测控,B轮,未透露,未透露
5328,2015/3/23,洋萌,A轮,数百万人民币,中路资本
5329,2015/3/23,宜农科技,A轮,数千万人民币,嘉御基金
5330,2015/3/23,小草帽亲子游,天使轮,数百万人民币,力合清源
5331,2015/3/23,次元文化,Pre-A轮,未透露,经纬中国
5332,2015/3/23,壹生科技,天使轮,数百万人民币,冷笑话(飞博共创)
5333,2015/3/23,滔滔英语,种子轮,未透露,创业接力(创业基金会)
5334,2015/3/23,LemonAwake柠檬觉醒,A轮,数百万美元,蓝驰创投
5335,2015/3/23,希云cSphere,A轮,数百万美元,未透露
5336,2015/3/23,清显科技,天使轮,数百万人民币,清控科创控股-洪泰基金
5337,2015/3/23,和校园,A轮,2450万人民币,全通教育
5338,2015/3/23,舒服吧,天使轮,500万人民币,未透露
5339,2015/3/23,飞盒艺术派,A轮,650万人民币,戈壁创投-麦腾创投
5340,2015/3/23,51猎头网,A轮,数百万美元,NEA恩颐投资-唯猎资本
5341,2015/3/23,POGO看演出,A轮,未透露,未透露
5342,2015/3/23,CODING,B轮,1500万美元,IDG资本-光速中国
5343,2015/3/22,赛博兴安,A轮,未透露,易车网
5344,2015/3/22,大气团教育,天使轮,未透露,未透露
5345,2015/3/22,柚子生活,天使轮,800万人民币,微光创投
5346,2015/3/22,大树亲子,天使轮,数百万人民币,PreAngel-海银资本
5347,2015/3/22,这里APP,天使轮,数百万人民币,集结号资本
5348,2015/3/22,力控华康,天使轮,515万人民币,绿盟科技
5349,2015/3/21,独立日兼职,天使轮,数百万人民币,中路资本
5350,2015/3/21,Starme全民快乐,A轮,数百万美元,未透露
5351,2015/3/21,海普洛斯,天使轮,未透露,山蓝资本
5352,2015/3/21,天昊基因,天使轮,数百万人民币,山蓝资本
5353,2015/3/21,Aeris Aura空气净化器,天使轮,数百万人民币,PreAngel
5354,2015/3/21,ASK-APP善康科技,天使轮,数百万人民币,知初资本
5355,2015/3/21,北京迅游科技,天使轮,数百万人民币,知初资本
5356,2015/3/21,股神配资,天使轮,数百万人民币,未透露
5357,2015/3/21,翡翠教育,A轮,数千万人民币,未透露
5358,2015/3/21,一分钟简讯,天使轮,数百万人民币,磐谷创投
5359,2015/3/21,Pgyer蒲公英科技,A轮,数千万人民币,英诺天使基金-嘉道谷投资(龚虹嘉)
5360,2015/3/21,厨临门,天使轮,数百万人民币,真格基金
5361,2015/3/20,辉能科技,天使轮,未透露,泰达科投
5362,2015/3/20,会见,A轮,数百万人民币,未透露
5363,2015/3/20,优脉财富汇,A轮,1000万人民币,合力投资
5364,2015/3/20,美力,F轮-上市前,未透露,未透露
5365,2015/3/20,Upano,天使轮,未透露,暴风科技
5366,2015/3/20,阿凡提网,天使轮,未透露,未透露
5367,2015/3/20,能源宝,天使轮,800万人民币,未透露
5368,2015/3/20,易库易,A轮,数千万人民币,IDG资本-软银中国
5369,2015/3/20,数岩科技,A轮,数千万人民币,磐谷创投-遨问投资-恒泰艾普
5370,2015/3/20,投投金融,天使轮,数百万人民币,未透露
5371,2015/3/20,猫叔刺身,天使轮,数百万人民币,乐尧创投-东熙资本
5372,2015/3/20,同达快送,A轮,数千万人民币,美团(新美大)
5373,2015/3/20,英语流利说,B轮,数千万美元,IDG资本-GGV纪源资本-赫斯特Hearst-Ventures
5374,2015/3/20,宠物秀,天使轮,数百万人民币,探针创投
5375,2015/3/20,牛牛汽车,种子轮,数百万人民币,永达汽车
5376,2015/3/20,Ocam全景相机,天使轮,300万人民币,云天使基金
5377,2015/3/20,MagicMed脉极客医疗,天使轮,数百万人民币,云天使基金
5378,2015/3/20,语戏,Pre-A轮,数百万人民币,PreAngel-薛蛮子(蛮子基金)
5379,2015/3/20,光巢科技,天使轮,数百万人民币,险峰长青
5380,2015/3/20,碉堡神器,A轮,数千万人民币,二三四五投资基金
5381,2015/3/20,硬派健身,天使轮,未透露,顺为资本
5382,2015/3/20,梦想旅行,天使轮,1200万人民币,湖畔山南资本
5383,2015/3/20,暖游天下,天使轮,1000万人民币,未透露
5384,2015/3/20,壹箱子,天使轮,数百万人民币,险峰长青
5385,2015/3/20,EUHO优禾生活,A轮,数千万人民币,钟鼎创投
5386,2015/3/20,旅朋出境游,天使轮,数百万人民币,未透露
5387,2015/3/20,推拿狮,天使轮,数百万人民币,天使湾
5388,2015/3/20,Gowell,天使轮,100万美元,未透露
5389,2015/3/20,米牛网,A轮,4980万人民币,华映资本-825新媒体产业基金
5390,2015/3/20,神美网,天使轮,数百万人民币,未透露
5391,2015/3/20,拍拍贷,C轮,数千万美元,红杉资本中国-君联资本-光速中国-SIG海纳亚洲-周大福VMS-Legend-Investment
5392,2015/3/19,华宿电气,战略投资,1000万人民币,天星资本
5393,2015/3/19,奇溢自然,Pre-A轮,数千万人民币,锐合投资
5394,2015/3/19,表情盒子,A+轮,未透露,涌铧投资
5395,2015/3/19,分期猫,A+轮,2000万人民币,达泰资本
5396,2015/3/19,诸葛修车网,C轮,1.9亿人民币,鼎锋资产
5397,2015/3/19,久趣英语,天使轮,数百万人民币,厦门吉比特网络
5398,2015/3/19,华益e家,天使轮,数百万人民币,未透露
5399,2015/3/19,高登科技,不明确,未透露,捷顺科技
5400,2015/3/19,熟信科技,天使轮,数亿人民币,陶石资本
5401,2015/3/19,维天运通,A轮,1亿人民币,凯风创投
5402,2015/3/19,御和游戏,天使轮,数百万人民币,弘鹰资本
5403,2015/3/19,商宴通,天使轮,数百万人民币,光合创投(光合基金)
5404,2015/3/19,老兵汇,天使轮,数百万人民币,坚果创投
5405,2015/3/19,和力辰光,A轮,6000万人民币,昆仑万维
5406,2015/3/19,车秘,天使轮,数百万美元,晨兴资本
5407,2015/3/19,棒棒糖快递,A轮,数千万美元,未透露
5408,2015/3/19,大龙网DinoDirect,D轮,数千万美元,北极光创投
5409,2015/3/19,微密,A轮,数百万美元,未透露
5410,2015/3/19,智鼎优源,A轮,数千万人民币,前程无忧
5411,2015/3/19,天辰云农场,A轮,1000万美元,联想集团
5412,2015/3/19,基美影业,战略投资,5700万人民币,天星资本
5413,2015/3/19,姨妈皂,天使轮,数百万人民币,未透露
5414,2015/3/19,易游天下,B轮,2.3亿人民币,探路者
5415,2015/3/19,楼下100,Pre-A轮,1000万人民币,安芙兰资本
5416,2015/3/19,天使客,Pre-A轮,800万人民币,德迅投资
5417,2015/3/19,开桌,A轮,2亿人民币,天图资本
5418,2015/3/18,乐装,天使轮,数百万人民币,光合创投(光合基金)
5419,2015/3/18,斯菱股份,新三板,未透露,未透露
5420,2015/3/18,杰华特微电子,Pre-A轮,未透露,未透露
5421,2015/3/18,文灿股份,新三板,未透露,未透露
5422,2015/3/18,杨丽萍艺术,IPO上市后,数千万人民币,同方厚持-东方证券(东方星晖)
5423,2015/3/18,集思录,天使轮,数百万人民币,华创资本
5424,2015/3/18,萌宫坊,种子轮,数十万人民币,三七互娱
5425,2015/3/18,甘来,天使轮,数百万人民币,松禾资本
5426,2015/3/18,四维口袋,天使轮,500万人民币,RIC棕泉资本
5427,2015/3/18,驼邦,种子轮,600万人民币,英诺天使基金
5428,2015/3/18,比搞,天使轮,未透露,未透露
5429,2015/3/18,Tplus喜扑科技,天使轮,未透露,未透露
5430,2015/3/18,芝麻便利,A轮,1000万美元,未透露
5431,2015/3/18,绿色网络,种子轮,未透露,未透露
5432,2015/3/18,星云测试ThreadingTest,Pre-A轮,1000万人民币,未透露
5433,2015/3/18,MuseMage极拍APP,A轮,1000万人民币,真格基金
5434,2015/3/18,那年那兔那些事儿,天使轮,数百万人民币,景林投资
5435,2015/3/18,麒麟金服,天使轮,未透露,未透露
5436,2015/3/18,朴新教育,A轮,数千万人民币,挚信资本
5437,2015/3/18,红帮,天使轮,数百万人民币,湖畔山南资本
5438,2015/3/18,羽球生活,天使轮,数百万人民币,联创永宣
5439,2015/3/18,嗨个购,A轮,数百万美元,未透露
5440,2015/3/18,校园安心付,A轮,数千万人民币,小马蜂创投
5441,2015/3/18,LechinePay乐信付,A轮,1000万人民币,未透露
5442,2015/3/18,爆炸投,天使轮,数百万人民币,米仓资本
5443,2015/3/18,小仙炖燕窝,天使轮,150万人民币,洪泰基金
5444,2015/3/18,易宝支付YeePay,C轮,数千万美元,远翼投资-TA-Associates
5445,2015/3/18,问津专业咨询平台,天使轮,500万人民币,未透露
5446,2015/3/18,实力拍,天使轮,数百万人民币,未透露
5447,2015/3/18,九猪网,天使轮,400万人民币,未透露
5448,2015/3/18,分期乐,C轮,数千万美元,京东
5449,2015/3/18,笨熊造饭,天使轮,1000万人民币,未透露
5450,2015/3/18,优信二手车,C轮,1.7亿美元,百度公司-Coatue-Management
5451,2015/3/18,Nibiru游戏,A+轮,数千万人民币,毅达资本
5452,2015/3/17,AutoRound改装,天使轮,未透露,未透露
5453,2015/3/17,上海细胞治疗,A轮,1.3亿人民币,未透露
5454,2015/3/17,新窝健康,天使轮,数百万人民币,梧桐树资本-上海近业投资
5455,2015/3/17,惠装网,B轮,1000万美元,五岳资本
5456,2015/3/17,数据米铺,天使轮,数百万人民币,乾明投资-众麟资本
5457,2015/3/17,金信APP,天使轮,数百万人民币,龙翌资本
5458,2015/3/17,爱多云智,天使轮,数百万人民币,坚果创投
5459,2015/3/17,希澈Avori智能牙刷,天使轮,数百万人民币,启迪之星（启迪孵化器）
5460,2015/3/17,蚂蚁金服,A轮,数亿人民币,国开国际投资
5461,2015/3/17,财富派,A轮,数百万美元,红杉资本中国-伙伴创投
5462,2015/3/17,ofo小黄车,天使轮,数百万人民币,唯猎资本
5463,2015/3/17,宅妈妈,天使轮,500万人民币,未透露
5464,2015/3/17,宜生到家,天使轮,300万人民币,洪泰基金
5465,2015/3/17,拼单网,天使轮,1000万人民币,未透露
5466,2015/3/17,全城热炼,天使轮,数百万人民币,未透露
5467,2015/3/17,惠装装修,A+轮,数千万美元,五岳资本
5468,2015/3/17,房呀,天使轮,100万美元,顺为资本
5469,2015/3/17,成都易分期,天使轮,500万人民币,未透露
5470,2015/3/17,Styler风格家,天使轮,200万人民币,英诺天使基金-北软天使基金-大河创投
5471,2015/3/17,羊驼先森,种子轮,130万人民币,天使投资人庞升东-原链资本
5472,2015/3/16,沃田集团,新三板,未透露,未透露
5473,2015/3/16,深蓝云海,天使轮,420万人民币,未透露
5474,2015/3/16,阔地教育,A轮,数千万人民币,未透露
5475,2015/3/16,任分期,天使轮,未透露,未透露
5476,2015/3/16,微俱聚,A轮,1500万人民币,拓尔思
5477,2015/3/16,洛克公园,A轮,数千万人民币,青松基金-荣正投资
5478,2015/3/16,内推网,Pre-A轮,数百万人民币,未透露
5479,2015/3/16,人人养宠,天使轮,200万人民币,凯洲资本
5480,2015/3/16,女王陛下花草茶,天使轮,数百万人民币,真格基金
5481,2015/3/16,酒小秘,天使轮,数百万人民币,德沃基金
5482,2015/3/16,人鱼线,天使轮,数百万人民币,探针创投
5483,2015/3/16,闪电刷新,天使轮,数百万人民币,探针创投
5484,2015/3/16,美业邦科技,A轮,6000万人民币,春晓资本
5485,2015/3/16,抱抱APP,A轮,数百万美元,GGV纪源资本
5486,2015/3/16,金广源,种子轮,500万人民币,未透露
5487,2015/3/16,华肽生物,天使轮,1000万人民币,未透露
5488,2015/3/16,坏男孩学院,天使轮,500万人民币,真顺基金
5489,2015/3/16,极橙齿科,天使轮,500万人民币,真格基金
5490,2015/3/16,艾洛维,A轮,5000万人民币,海泉基金(胡海泉)
5491,2015/3/16,依芙洗衣,天使轮,140万人民币,未透露
5492,2015/3/16,即买送,天使轮,1500万人民币,正和岛正和磁系资本
5493,2015/3/16,度假客,天使轮,数百万人民币,创业接力(创业基金会)
5494,2015/3/16,路人甲,天使轮,200万人民币,未透露
5495,2015/3/16,量体试衣,天使轮,未透露,浙商创投
5496,2015/3/16,99分期,A轮,3000万人民币,华盖资本
5497,2015/3/16,青年菜君,B轮,数百万美元,真格基金-策源创投-平安创新投资基金
5498,2015/3/16,上门帮,天使轮,500万人民币,未透露
5499,2015/3/16,e代泊,A轮,1600万人民币,平安创新投资基金-涌铧投资
5500,2015/3/15,黑咔相机,天使轮,450万美元,创新工场-真格基金-策源创投-时尚传媒(时尚资本)-平安信托
5501,2015/3/15,一米云站,天使轮,1500万人民币,未透露
5502,2015/3/15,同行者,Pre-A轮,500万人民币,广发信德-众信旅游
5503,2015/3/15,茄子拍,A轮,未透露,未透露
5504,2015/3/15,星优客,天使轮,60万人民币,未透露
5505,2015/3/15,侃图,天使轮,未透露,启明星辰
5506,2015/3/15,曹操送,天使轮,未透露,未透露
5507,2015/3/15,云视互动,天使轮,未透露,用友幸福投资
5508,2015/3/15,一头猫,天使轮,未透露,未透露
5509,2015/3/15,酷浪小羽,天使轮,数百万人民币,联创永宣
5510,2015/3/15,良衣汇,天使轮,300万人民币,九合创投
5511,2015/3/15,嗨哟HIU,天使轮,数百万人民币,湖畔山南资本
5512,2015/3/15,凹凹啦,天使轮,数百万人民币,中川盛唐
5513,2015/3/15,魔筷科技,天使轮,数百万人民币,米仓资本
5514,2015/3/15,日月湾,天使轮,56万人民币,未透露
5515,2015/3/15,识益生物Cein,天使轮,150万人民币,坚果创投
5516,2015/3/15,Mewfi,天使轮,1250万人民币,盛大资本
5517,2015/3/15,车讯互联,A轮,5000万人民币,未透露
5518,2015/3/15,留学360教育,A轮,1500万人民币,未透露
5519,2015/3/15,俺来也,Pre-A轮,2630万人民币,崇德投资
5520,2015/3/15,会唐网,A+轮,1亿人民币,春晓资本
5521,2015/3/15,福佑卡车,A轮,300万美元,未透露
5522,2015/3/15,Tapole图谱人文科技,天使轮,400万人民币,青骢资本
5523,2015/3/14,我是艺术生,天使轮,数百万人民币,IDX爱定客
5524,2015/3/14,装修圈,天使轮,未透露,创大资本
5525,2015/3/14,艾可蓝,B轮,未透露,广发信德
5526,2015/3/14,事儿大,天使轮,未透露,未透露
5527,2015/3/14,蓝媒汇记者站,天使轮,200万人民币,未透露
5528,2015/3/14,乐职网,A轮,1100万人民币,联想之星
5529,2015/3/14,V积分,A轮,500万美元,景林投资
5530,2015/3/13,淘门通,种子轮,400万人民币,未透露
5531,2015/3/13,女生派,A轮,数千万人民币,顺为资本
5532,2015/3/13,CLDC学习与发展联席会,天使轮,数百万人民币,天翼资本
5533,2015/3/13,OKCoin,B轮,数千万人民币,旺家投资
5534,2015/3/13,圣堂游戏,种子轮,数百万人民币,鼎聚投资-游侠汇
5535,2015/3/13,口语角儿,天使轮,数百万人民币,洋葱基金
5536,2015/3/13,云麦好轻,天使轮,数百万人民币,明势资本
5537,2015/3/13,FORK叉子相机,天使轮,数百万人民币,创新工场-陈悦天
5538,2015/3/13,口语100,B轮,数千万人民币,软银中国-新东方-朗玛峰创投
5539,2015/3/13,扎根网,天使轮,数百万人民币,未透露
5540,2015/3/13,星美控股,IPO上市后,500万美元,未透露
5541,2015/3/13,友友用车,A+轮,1000万美元,易车网
5542,2015/3/13,i-EVER美课美妆,A轮,1000万人民币,光速中国-平安创新投资基金
5543,2015/3/12,酶赛,天使轮,未透露,宁波天使投资引导基金
5544,2015/3/12,创头条,天使轮,数百万人民币,天使投资人王刚-黄胜利-李治国
5545,2015/3/12,萌橙TAG,种子轮,数百万人民币,天使湾
5546,2015/3/12,GRAND-TAG,A轮,未透露,未透露
5547,2015/3/12,异乡好居,天使轮,100万人民币,金鼎资本
5548,2015/3/12,建装业,E轮,300万人民币,瑞力投资
5549,2015/3/12,爱信游,天使轮,未透露,未透露
5550,2015/3/12,霹雳爸爸,天使轮,数百万人民币,七海资本
5551,2015/3/12,LVX利奥,天使轮,500万人民币,十方创投
5552,2015/3/12,模样MiLo,天使轮,数百万人民币,分享投资
5553,2015/3/12,观世健康,天使轮,数百万人民币,未透露
5554,2015/3/12,成都萤火虫游戏,B轮,数千万人民币,艾格拉斯
5555,2015/3/12,LambdaCloud览云数据,天使轮,数百万人民币,众诚资本
5556,2015/3/12,神猪,A轮,1000万人民币,远镜创投
5557,2015/3/12,美丽神器,A轮,数千万人民币,湖畔山南资本
5558,2015/3/12,思达派,天使轮,数百万人民币,天使投资人王刚-王刚
5559,2015/3/12,中奥到家,A轮,数亿人民币,嘉御基金
5560,2015/3/12,芥末金融,天使轮,数百万人民币,真格基金-东方弘道(弘合基金)-高榕资本
5561,2015/3/12,中人教育,A轮,1000万人民币,未透露
5562,2015/3/12,永乐票务,B轮,2300万人民币,未透露
5563,2015/3/11,勿忘我,天使轮,数百万人民币,青松基金
5564,2015/3/11,爱分享,天使轮,未透露,创大资本
5565,2015/3/11,福德机器人,B轮,1950万人民币,金慧丰投资
5566,2015/3/11,华海影业,D轮,未透露,未透露
5567,2015/3/11,好狗狗,Pre-A轮,1000万人民币,未透露
5568,2015/3/11,可可树甜品,天使轮,未透露,未透露
5569,2015/3/11,台湾爆谷,天使轮,未透露,未透露
5570,2015/3/11,可可树,天使轮,未透露,未透露
5571,2015/3/11,乐石网络,B轮,未透露,经纬中国
5572,2015/3/11,划动时代,天使轮,100万人民币,SuperG速普创投
5573,2015/3/11,水木智娱,天使轮,数百万人民币,未透露
5574,2015/3/11,手道轻来,种子轮,未透露,海贝同创
5575,2015/3/11,香橙互动,天使轮,数百万人民币,英诺天使基金-洪泰基金-海贝同创
5576,2015/3/11,三节课,种子轮,100万人民币,未透露
5577,2015/3/11,艺考就过,A轮,数千万人民币,紫光集团有限公司-启迪之星（启迪孵化器）
5578,2015/3/11,饭爷食铺,天使轮,数百万人民币,真格基金-策源创投
5579,2015/3/11,好居网,天使轮,数百万人民币,天使投资人王刚
5580,2015/3/11,船老大,天使轮,数百万人民币,中路资本
5581,2015/3/11,口袋老师,A轮,3000万人民币,奇虎360-学大教育
5582,2015/3/11,机友圈／挖机小秘,天使轮,数百万人民币,险峰长青
5583,2015/3/11,美丽约会,天使轮,数百万人民币,险峰长青-东方弘道(弘合基金)
5584,2015/3/11,联车科技,Pre-A轮,数千万人民币,华映资本-联创永宣-娱乐工场
5585,2015/3/11,青石证券,天使轮,数千万港元,德迅投资
5586,2015/3/11,BBD数联铭品,A轮,数千万人民币,达晨创投
5587,2015/3/11,玲珑沙龙,天使轮,数百万人民币,IDG资本-华创资本
5588,2015/3/11,哪好玩,天使轮,数百万人民币,迭代资本
5589,2015/3/11,蜻蜓FM,C轮,数千万美元,未透露
5590,2015/3/11,开云健康,天使轮,500万人民币,汉威电子
5591,2015/3/11,爱丁猫,天使轮,1000万人民币,未透露
5592,2015/3/11,美丽元,天使轮,500万人民币,未透露
5593,2015/3/11,威学一百,天使轮,数百万人民币,未透露
5594,2015/3/11,DaoCloud道客云,天使轮,数百万美元,光速中国
5595,2015/3/11,上海奕行,A轮,数百万人民币,丰瑞投资
5596,2015/3/11,有师网,A轮,数百万人民币,绿网天下
5597,2015/3/11,取暖,天使轮,数百万人民币,BWVC泽厚资本
5598,2015/3/11,缘创派,A轮,360万美元,Cherubic-Ventures心元资本-隆领投资-创业工场VenturesLab-清流资本-蔡文胜
5599,2015/3/11,茵曼INMAN,战略投资,3.24亿人民币,搜于特服装
5600,2015/3/11,销售易CRM,C轮,1500万美元,红杉资本中国-经纬中国
5601,2015/3/10,中科基因,天使轮,数百万人民币,时代伯乐
5602,2015/3/10,红领巾校园,天使轮,未透露,未透露
5603,2015/3/10,贵太太茶油,B+轮,340万人民币,华山资本WestSummit-Capital
5604,2015/3/10,六晶科技,新三板,未透露,未透露
5605,2015/3/10,发到家,天使轮,数百万人民币,青松基金
5606,2015/3/10,米克力美,天使轮,数百万人民币,力合华睿
5607,2015/3/10,基理科技,A轮,未透露,众麟资本
5608,2015/3/10,亲子无忧,天使轮,150万人民币,未透露
