,时间,公司名,轮次,金额,投资机构
6814,2015/1/7,盛开体育,A轮,未透露,IDG资本
6815,2015/1/7,宝莲生物,B轮,1361万人民币,容银资本-光谷创投
6816,2015/1/7,360安全路由,A轮,2亿人民币,奇虎360
6817,2015/1/7,银广通广告,B轮,未透露,信中利资本
6818,2015/1/7,银货通,A轮,1000万人民币,华睿投资
6819,2015/1/7,首汽租车,Pre-A轮,1.5亿美元,首旅酒店集团(首旅如家)
6820,2015/1/7,卫邦科技,A轮,未透露,中兴合创
6821,2015/1/7,微查分,天使轮,未透露,未透露
6822,2015/1/7,Weexiao微微一笑,天使轮,数百万人民币,蓝驰创投
6823,2015/1/7,Dooraa,天使轮,未透露,洪泰基金
6824,2015/1/7,混金融,天使轮,未透露,华盛基金
6825,2015/1/7,刻通云KeyTone Cloud,B轮,1000万美元,Cisco思科
6826,2015/1/7,蜂联科技,A轮,2亿人民币,奇虎360
6827,2015/1/7,CCDI悉地国际,A轮,数千万人民币,君联资本
6828,2015/1/7,美玩易试BeautySite,种子轮,数百万人民币,太冠资本
6829,2015/1/7,亮风台,A轮,数千万人民币,美图
6830,2015/1/7,游侠汽车,A轮,数千万人民币,心动游戏
6831,2015/1/7,云洗衣,天使轮,未透露,启赋资本
6832,2015/1/7,斯芬克,A轮,未透露,新东方
6833,2015/1/7,上海蓝锤网络,天使轮,数百万人民币,小马蜂创投-大道至简资本
6834,2015/1/7,冏鹿网络,A轮,数千万人民币,乐搏资本
6835,2015/1/7,劳拉游戏,A轮,数千万人民币,丰实资本
6836,2015/1/7,宝妹货运,Pre-A轮,未透露,清科创投
6837,2015/1/7,极飞网,天使轮,数百万人民币,众诚资本
6838,2015/1/7,校园巴士,天使轮,数百万人民币,未透露
6839,2015/1/7,瘦瘦APP,天使轮,未透露,未透露
6840,2015/1/7,舒适100,A轮,3000万人民币,未透露
6841,2015/1/7,Nokee那刻魔镜,天使轮,1000万人民币,清科创投-时尚传媒(时尚资本)-源政投资
6842,2015/1/7,合道融通,A轮,1000万人民币,小米科技-积木盒子
6843,2015/1/7,华渔教育,A轮,5250万美元,IDG资本-祥峰投资-奥飞娱乐
6844,2015/1/7,智云众OptAim,A轮,1000万美元,贝塔斯曼亚洲投资基金
6845,2015/1/7,易题库,A轮,数千万人民币,腾讯
6846,2015/1/7,南京零号线,B轮,3000万美元,红杉资本中国-戈壁创投-腾讯
6847,2015/1/7,口贷网,Pre-A轮,数百万人民币,京北投资
6848,2015/1/6,海米传媒,天使轮,未透露,深圳协同创新基金
6849,2015/1/6,斑马物联网,A轮,未透露,元禾控股
6850,2015/1/6,合富新材,新三板,未透露,未透露
6851,2015/1/6,澳坤生物,新三板,未透露,未透露
6852,2015/1/6,东久中国,B轮,2.5亿美元,未透露
6853,2015/1/6,开心派,天使轮,未透露,未透露
6854,2015/1/6,自游惠,A轮,1000万人民币,未透露
6855,2015/1/6,云聚聚,天使轮,500万人民币,汉睿创投
6856,2015/1/6,前向启创,天使轮,数百万人民币,上海浦软创投-晨晖创投
6857,2015/1/6,美图秀秀,C轮,1.9亿美元,IDG资本-启明创投-H-Capital
6858,2015/1/6,蛋壳公寓,天使轮,数百万人民币,沈博阳
6859,2015/1/6,第一电动,天使轮,3000万人民币,未透露
6860,2015/1/6,798手绘网,天使轮,数百万人民币,云起资本
6861,2015/1/6,微纳芯,A轮,数千万人民币,君联资本-联想控股
6862,2015/1/6,大麦理财,A轮,数千万人民币,未透露
6863,2015/1/6,微位科技,天使轮,数百万人民币,中国电信天翼创投
6864,2015/1/6,欢乐龙腾《超级提莫》,天使轮,数百万人民币,星河互联
6865,2015/1/6,加号财富,种子轮,数百万人民币,未透露
6866,2015/1/6,Yeecall一块超级电话,天使轮,200万美元,真格基金-张磊
6867,2015/1/6,数创信息,天使轮,数百万人民币,六禾创投
6868,2015/1/6,森果senguo.cc,种子轮,100万人民币,六禾创投
6869,2015/1/6,上海飞智电子科技,天使轮,数百万人民币,彩讯科技
6870,2015/1/6,睿能创意Gogoro电动摩托车,A轮,1.5亿美元,宏达电HTC
6871,2015/1/6,Pair海淘,天使轮,600万人民币,真格基金
6872,2015/1/6,萌宝秀秀,种子轮,未透露,未透露
6873,2015/1/6,水果1号,天使轮,数百万人民币,湖畔山南资本
6874,2015/1/6,挑食火锅送,A轮,1800万人民币,极客帮创投
6875,2015/1/6,泡范儿,天使轮,600万人民币,未透露
6876,2015/1/6,H.S.O.传太医,天使轮,数百万人民币,九合创投-大道至简资本
6877,2015/1/6,又一车,A轮,数百万美元,韩投伙伴
6878,2015/1/6,佬香翁,天使轮,500万人民币,天图资本-青骢资本
6879,2015/1/6,别样红云PMS,A轮,6000万人民币,华创资本
6880,2015/1/6,百姓网,D轮,1亿美元,远翼投资
6881,2015/1/6,城觅网,A轮,1200万人民币,腾讯
6882,2015/1/6,WeLend,A轮,2000万美元,红杉资本中国-DST-Iconiq-Capital-TOM集团
6883,2015/1/5,四九游49you,A轮,数千万人民币,国金投资
6884,2015/1/5,邦鑫勘测,新三板,未透露,未透露
6885,2015/1/5,一拓通信,新三板,未透露,未透露
6886,2015/1/5,HelloTalk天创进,天使轮,1000万人民币,涌铧投资
6887,2015/1/5,复兰科技,A轮,5000万人民币,德力股份
6888,2015/1/5,云创谷,天使轮,未透露,未透露
6889,2015/1/5,TI纹身,天使轮,200万人民币,洪泰基金
6890,2015/1/5,模样,天使轮,未透露,薛蛮子
6891,2015/1/5,香橙,天使轮,未透露,新进创投
6892,2015/1/5,零钱包,A轮,数百万美元,蓝驰创投
6893,2015/1/5,CTG易才集团,C轮,数千万美元,嘉御基金-钟鼎创投
6894,2015/1/5,优分期,A轮,数千万人民币,未透露
6895,2015/1/5,沃趣科技,A轮,3000万人民币,华胜天成
6896,2015/1/5,象辑科技,天使轮,数百万人民币,唯猎资本
6897,2015/1/5,米多财富,A轮,数千万人民币,九鼎投资-国科嘉和
6898,2015/1/5,馨康源健康,天使轮,800万人民币,奇虎360-英诺天使基金-北软天使基金
6899,2015/1/5,算话征信,天使轮,数百万人民币,璀璨资本
6900,2015/1/5,喊你玩,天使轮,300万人民币,信天创投
6901,2015/1/5,趣运动,B轮,1320万美元,天使湾-高榕资本-动域资本
6902,2015/1/5,TSINOVA轻客智能科技,天使轮,数百万人民币,泰有投资-启迪之星（启迪孵化器）
6903,2015/1/5,iEvents一九九叉传媒,天使轮,数百万人民币,英诺天使基金-北软天使基金-安思晟投资ACEON
6904,2015/1/5,言途,天使轮,600万人民币,信天创投
6905,2015/1/5,靠我,天使轮,1000万人民币,银杏谷资本-杭州多牛资本
6906,2015/1/5,一起玩耍,天使轮,数百万人民币,BWVC泽厚资本
6907,2015/1/5,Z组队,天使轮,数百万人民币,NextBig三万弘合投资
6908,2015/1/5,地狗互联,天使轮,1000万人民币,未透露
6909,2015/1/5,婚趣网,Pre-A轮,数百万人民币,信天创投
6910,2015/1/4,FaceAR玄彩美科,天使轮,数千万人民币,新浪
6911,2015/1/4,瑞游联动,A轮,未透露,安芙兰资本
6912,2015/1/4,车赢科技,天使轮,数百万人民币,金科君创
6913,2015/1/4,邦尼维尔,A轮,未透露,未透露
6914,2015/1/4,唯喔足球,天使轮,数百万人民币,英飞尼迪Infinity
6915,2015/1/4,TeamInONE,天使轮,数百万人民币,未透露
6916,2015/1/4,棒米基础体温计,天使轮,1000万人民币,线性资本
6917,2015/1/4,牧童互动,天使轮,数百万人民币,极客帮创投-志成资本
6918,2015/1/4,可见koolew,天使轮,数百万人民币,险峰长青
6919,2015/1/4,婚万家,天使轮,数百万人民币,未透露
6920,2015/1/4,上海爱特米科技,天使轮,数百万人民币,国金投资
6921,2015/1/4,会客助理,天使轮,数百万人民币,九合创投
6922,2015/1/4,画友APP,A轮,数百万美元,经纬中国
6923,2015/1/4,我的私厨,天使轮,数百万人民币,天使湾
6924,2015/1/4,Cassia桂花网络,天使轮,数百万人民币,未透露
6925,2015/1/4,幸知在线,天使轮,数百万人民币,未透露
6926,2015/1/4,朋友圈约饭,天使轮,数百万人民币,未透露
6927,2015/1/4,飞语云通讯,天使轮,1000万人民币,新进创投-洪泰基金
6928,2015/1/4,呱呱洗车,天使轮,数百万人民币,58同城
6929,2015/1/4,众人贷,A轮,3000万人民币,未透露
6930,2015/1/4,万达电商飞凡网,A轮,10亿人民币,未透露
6931,2015/1/4,爱滑雪,天使轮,未透露,未透露
6932,2015/1/3,巨鼎医疗CLEAR柯丽尔,B轮,2.2亿人民币,赛富基金-新华保险
6933,2015/1/3,爱大厨,Pre-A轮,数百万美元,高榕资本
6934,2015/1/3,货拉拉,天使轮,1000万美元,极客帮创投-清流资本-MindWorks-Ventures概念资本-Sirius-Venture-Capital-零一创投
6935,2015/1/3,贝壳单词,天使轮,50万人民币,未透露
6936,2015/1/2,红金宝,天使轮,未透露,联合创投
6937,2015/1/2,易友通,天使轮,未透露,未透露
6938,2015/1/2,陆特能源,C轮,1200万人民币,普华资本
6939,2015/1/2,宋小菜,天使轮,数百万人民币,天使投资人吴泳铭
6940,2015/1/1,奇虎360,IPO上市后,未透露,创璟资本
6941,2015/1/1,铁皮猫游戏,天使轮,未透露,联想之星-乐动卓越
6942,2015/1/1,贝登医疗,天使轮,数百万人民币,上海菁葵创投
6943,2015/1/1,泽璟制药,天使轮,未透露,IPV-Capital/盈富泰克
6944,2015/1/1,贝因美,战略投资,35亿人民币,恒天然
6945,2015/1/1,比心,天使轮,5000万人民币,网鱼网咖
6946,2015/1/1,宏宇天润,天使轮,未透露,联创永宣
6947,2015/1/1,米柚科技,种子轮,500万人民币,未透露
6948,2015/1/1,德龙激光,B轮,数千万人民币,未透露
6949,2015/1/1,中电昆辰,A轮,未透露,老鹰基金-易一天使
6950,2015/1/1,融云即时通讯云,天使轮,未透露,泰岳梧桐资本
6951,2015/1/1,盛灿科技,A轮,未透露,高朋资本
6952,2015/1/1,嘟嘟科技,种子轮,未透露,Plug-and-Play
6953,2015/1/1,SECA盛力世家,A轮,未透露,引力创投
6954,2015/1/1,红蜻蜓,战略投资,未透露,未透露
6955,2015/1/1,道口贷,Pre-A轮,2750万人民币,未透露
6956,2015/1/1,DoraHacks,种子轮,数十万人民币,张剑南
6957,2015/1/1,醉品商城,A轮,数千万人民币,顺为资本
6958,2015/1/1,长电科技,战略投资,未透露,银杏谷资本
6959,2015/1/1,关关定制,天使轮,数百万人民币,未透露
6960,2015/1/1,深粉象数字科技,天使轮,700万人民币,未透露
6961,2015/1/1,中羽联,天使轮,500万人民币,乐搏资本-源渡创投-李卓桓
6962,2015/1/1,刷刷手环,A轮,4000万人民币,未透露
6963,2015/1/1,一号媒婆,天使轮,700万人民币,徐小平-倪正东-陈华
6964,2015/1/1,华夏收藏网,天使轮,400万人民币,暾澜投资
6965,2015/1/1,和邦生物,E轮,2800万人民币,联创永宣
6966,2015/1/1,微梦传媒,A轮,3000万人民币,晨晖资本-拓尔思
6967,2015/1/1,the L热拉,Pre-A轮,未透露,亚商资本-信天创投
6968,2015/1/1,上海怡同,天使轮,数百万人民币,未透露
6969,2015/1/1,翔博科技,B轮,1100万人民币,联创永宣
6970,2015/1/1,小米装,天使轮,数百万人民币,合力投资
6971,2015/1/1,工品汇,天使轮,未透露,合力投资-顺融资本
6972,2015/1/1,爱心理,天使轮,100万人民币,南京紫金科创
6973,2015/1/1,思萌科技,天使轮,500万人民币,洪泰基金-天使汇
6974,2015/1/1,尚技,A轮,未透露,麦顿投资
6975,2015/1/1,优卡狮,天使轮,未透露,未透露
6976,2015/1/1,吃啥,天使轮,数百万人民币,IDG资本
6977,2015/1/1,英氏月牙白,天使轮,200万人民币,未透露
6978,2015/1/1,国诚金融,A轮,未透露,未透露
6979,2015/1/1,今日特卖,A轮,未透露,今日头条
6980,2015/1/1,亮刷POS机,A轮,未透露,神州付
6981,2015/1/1,蛙趣视频,A轮,未透露,真格基金
6982,2015/1/1,易淘城,天使轮,数百万人民币,会见
6983,2015/1/1,Petta拍它,A轮,未透露,未透露
6984,2015/1/1,全民互加,A轮,未透露,创新工场
6985,2015/1/1,有明堂互动,天使轮,未透露,未透露
6986,2015/1/1,邻街,天使轮,300万人民币,中通银泰投资
6987,2015/1/1,Image++旷视科技,B+轮,2500万美元,创新工场-启明创投
6988,2015/1/1,美丽约定,天使轮,数百万人民币,未透露
6989,2015/1/1,病不起健康网,A轮,数千万人民币,奇虎360-英诺天使基金-北软天使基金-秉鸿资本
6990,2015/1/1,云号码,B轮,1500万美元,挚信资本
6991,2015/1/1,雅思帮,天使轮,未透露,中国科学院
6992,2015/1/1,小木学车,天使轮,500万人民币,赛富基金
6993,2015/1/1,窝客,A轮,数千万人民币,未透露
6994,2015/1/1,米途订酒店,B轮,未透露,未透露
6995,2015/1/1,一块儿网,天使轮,未透露,真格基金
6996,2015/1/1,枭龙科技,种子轮,未透露,EMIE亿觅科技
6997,2015/1/1,威门药业,D轮,1600万人民币,中钰资本
6998,2015/1/1,车头制药,B轮,1200万人民币,中钰资本
6999,2015/1/1,占空比,A轮,2000万人民币,软银中国
7000,2015/1/1,多聚,A轮,4000万人民币,达晨创投-启赋资本
7001,2015/1/1,端点科技,A轮,4000万人民币,达晨创投-海尔-天创资本-千乘资本
7002,2015/1/1,昆仑数据K2DATA,天使轮,数百万人民币,未透露
7003,2015/1/1,盈家生活,天使轮,550万人民币,联创永宣-艺龙旅行网
7004,2015/1/1,烽云娱乐,天使轮,未透露,乐搏资本-娱乐工场
7005,2015/1/1,多拍科技,天使轮,数百万人民币,青松基金
7006,2015/1/1,医通健康,A轮,数千万美元,住友商事亚洲资本-卫宁软件(卫宁健康)-千骥资本
7007,2015/1/1,医号线,天使轮,数百万人民币,贝壳社BioClub-金山安全
7008,2015/1/1,我要订,天使轮,未透露,高榕资本
7009,2015/1/1,三开科技,A轮,1200万人民币,未透露
7010,2015/1/1,彩球网,天使轮,数百万人民币,青松基金
7011,2015/1/1,清单网,天使轮,数百万人民币,经纬中国
7012,2015/1/1,股360,C轮,数千万人民币,斯道资本(富达亚洲)
7013,2015/1/1,美喵家居,天使轮,数百万人民币,任飞资本(任飞投资中心)-温青创投
7014,2015/1/1,车经纪,天使轮,未透露,未透露
7015,2015/1/1,数据工匠,天使轮,未透露,未透露
7016,2015/1/1,中云智慧,Pre-A轮,800万人民币,宽带资本CBC
7017,2015/1/1,数据007,A轮,数百万美元,SIG海纳亚洲
7018,2014/12/31,世纪康瑞,天使轮,未透露,中关村兴业
7019,2014/12/31,Mugeda木疙瘩,A轮,300万人民币,未透露
7020,2014/12/31,盛大汽车网,新三板,未透露,未透露
7021,2014/12/31,高欣耐磨,新三板,未透露,未透露
7022,2014/12/31,未来宽带,新三板,未透露,未透露
7023,2014/12/31,西部超导,新三板,未透露,未透露
7024,2014/12/31,长城制冷,A轮,未透露,未透露
7025,2014/12/31,粤珍小厨,A轮,160万人民币,未透露
7026,2014/12/31,麻袋理财,天使轮,未透露,中信产业基金
7027,2014/12/31,金发大商,天使轮,1亿人民币,未透露
7028,2014/12/31,晚留快捷酒店,A+轮,未透露,未透露
7029,2014/12/31,麦味旅行,天使轮,未透露,未透露
7030,2014/12/31,凌锐蓝信,天使轮,500万人民币,世纪互联
7031,2014/12/31,ifensi粉丝网,天使轮,数百万人民币,信中利资本
7032,2014/12/31,厚本金融,A轮,未透露,红杉资本中国
7033,2014/12/31,要出发周边游,C轮,3500万美元,红杉资本中国-创新工场-祥峰投资-天图资本
7034,2014/12/31,海投网,天使轮,375万人民币,新进创投
7035,2014/12/31,盛事金服,A轮,数千万人民币,北极光创投
7036,2014/12/31,美容总监,Pre-A轮,1000万人民币,梅花天使创投-青山资本-安芙兰资本
7037,2014/12/31,小微律政,天使轮,数百万美元,蓝驰创投
7038,2014/12/31,悟空校园,A轮,数千万人民币,未透露
7039,2014/12/31,爱屋吉屋,C轮,数千万美元,晨兴资本-顺为资本-高榕资本
7040,2014/12/31,Video++,种子轮,数百万人民币,未透露
7041,2014/12/31,Molyapp魔力App,A轮,500万美元,未透露
7042,2014/12/31,新游互联NGDS,A轮,数千万人民币,联创永宣-无穹创投
7043,2014/12/31,爱空间,A轮,6000万人民币,顺为资本
7044,2014/12/31,天津通世传媒,A轮,数千万人民币,深创投
7045,2014/12/31,拿趣网,B轮,数千万人民币,深创投-联创永宣
7046,2014/12/31,小西游戏,A轮,数千万人民币,深创投
7047,2014/12/31,小马管家,天使轮,数百万人民币,经纬中国
7048,2014/12/31,无忧停车,天使轮,100万人民币,北京马力天使投资中心
7049,2014/12/31,美着呢,A轮,1000万人民币,58同城
7050,2014/12/31,美西时尚网,B轮,未透露,三胞集团
7051,2014/12/31,魔方网,A轮,1亿人民币,经纬中国-深创投
7052,2014/12/30,华拓金服,天使轮,数百万人民币,IPV-Capital/盈富泰克-辰能风投-湖南高新创投集团
7053,2014/12/30,云迅通,A轮,数千万人民币,力合华睿
7054,2014/12/30,康达新能,B轮,8400万人民币,招商局资本-嘉信佳禾
7055,2014/12/30,灵伴科技,天使轮,未透露,未透露
7056,2014/12/30,百川环能,B轮,未透露,力鼎资本
7057,2014/12/30,海豚供应链,A轮,1亿人民币,广发信德-海通创新资本
7058,2014/12/30,天域生态,A轮,未透露,未透露
7059,2014/12/30,小弟游戏,天使轮,数百万人民币,安徽信投
7060,2014/12/30,鸿冠物流,B轮,800万美元,华润创业联和基金
7061,2014/12/30,深圳三体科技,天使轮,数百万人民币,创东方投资
7062,2014/12/30,酷米猫,天使轮,未透露,未透露
7063,2014/12/30,看到网,天使轮,40万人民币,网信集团
7064,2014/12/30,智迅,天使轮,未透露,力鼎资本
7065,2014/12/30,微贷网,A+轮,数千万人民币,浙商创投
7066,2014/12/30,索福德体育,A轮,数千万人民币,盘古创富VANGOO
7067,2014/12/30,5wei OS,天使轮,数百万人民币,易宝支付
7068,2014/12/30,海那边,天使轮,100万美元,真格基金-源码资本
7069,2014/12/30,唯晶科技Winking,B轮,数千万美元,汇丰银行HSBC
7070,2014/12/30,天方达,A轮,数千万人民币,未透露
7071,2014/12/30,微赢互动,B轮,1亿人民币,好望角投资
7072,2014/12/30,拇指时间,天使轮,数百万人民币,米仓资本
7073,2014/12/30,北京热擎科技,天使轮,数百万人民币,青松基金
7074,2014/12/30,资产360,天使轮,数百万人民币,险峰长青-东方弘道(弘合基金)-58同城
7075,2014/12/30,罗辑思维,A轮,数千万人民币,启明创投
7076,2014/12/30,TooMore九梦科技,A轮,1000万人民币,星辉互动娱乐
7077,2014/12/30,美业邦科技,天使轮,数百万人民币,安思晟投资ACEON
7078,2014/12/30,3Glasses,A轮,3000万人民币,同创伟业-中华开发
7079,2014/12/30,1号货的,天使轮,300万人民币,未透露
7080,2014/12/30,康众汽车配件,Pre-A轮,1000万人民币,未透露
7081,2014/12/30,好牙医,A轮,1000万人民币,经纬中国
7082,2014/12/30,场地汇,天使轮,300万人民币,九合创投-大道至简资本
7083,2014/12/30,脑门科技,天使轮,数百万人民币,抱团创投
7084,2014/12/30,一点互动,天使轮,未透露,抱团创投
7085,2014/12/30,游戏茶馆,天使轮,未透露,抱团创投
7086,2014/12/30,泼辣熊,天使轮,未透露,真格基金
7087,2014/12/30,壹康复,A轮,5000万人民币,未透露
7088,2014/12/30,Same,B轮,2000万美元,挚信资本-腾讯
7089,2014/12/30,耶客网络,C轮,数百万美元,IDG资本-顺为资本
7090,2014/12/30,请吃饭,A轮,338万美元,红杉资本中国
7091,2014/12/30,萌宝辅食,天使轮,200万人民币,未透露
7092,2014/12/30,A+课堂派,天使轮,300万人民币,盛景网联(盛景嘉成)
7093,2014/12/30,淘常州,A+轮,1.5亿人民币,君联资本
7094,2014/12/30,清大世纪教育,B轮,2500万美元,新加坡华侨银行
7095,2014/12/30,鼓腰包,天使轮,100万人民币,未透露
7096,2014/12/30,大钱信息,天使轮,未透露,创新工场
7097,2014/12/30,递优国际物流,天使轮,数百万人民币,未透露
7098,2014/12/30,小酷拼车,天使轮,数百万人民币,未透露
7099,2014/12/30,字体管家,A轮,未透露,东方弘道(弘合基金)
7100,2014/12/30,悟空租车,天使轮,500万人民币,紫辉创投
7101,2014/12/30,前涌金融,A轮,未透露,未透露
7102,2014/12/30,云加科技iBeacon,Pre-A轮,1000万人民币,未透露
7103,2014/12/30,云中信Creditcloud,A轮,数百万美元,君联资本
7104,2014/12/30,阿凡题,A轮,1800万美元,梅花天使创投-安芙兰资本
7105,2014/12/30,爱玩科技,A轮,数千万人民币,复星锐正资本
7106,2014/12/30,清单网,种子轮,数百万人民币,天奇阿米巴创投
7107,2014/12/30,帮帮养车,天使轮,400万人民币,Infinity-Venture-Partners（IVP）-洋葱基金
7108,2014/12/30,逗比,天使轮,未透露,未透露
7109,2014/12/30,卧龙阁,A轮,数百万美元,起点创业营-长石资本
7110,2014/12/30,筹趣网,天使轮,数百万人民币,清科创投-创业邦天使基金-互爱科技
7111,2014/12/30,捞月狗,A轮,300万美元,IDG资本
7112,2014/12/30,中量网,A轮,数亿人民币,华创资本-景林投资
7113,2014/12/30,GitCafe,A轮,数千万人民币,联创永宣-和玉另类投资
7114,2014/12/30,龙谷文化,A轮,数千万人民币,深创投
7115,2014/12/30,趣炒股,天使轮,500万人民币,梅花天使创投
7116,2014/12/30,Forgame云游控股,IPO上市后,1600万美元,空中网
7117,2014/12/30,杭州希禾科技,A轮,1397万人民币,天鸽互动
7118,2014/12/30,西通电子,A轮,数百万美元,西证股权投资
7119,2014/12/30,跟对人,A轮,数千万人民币,老鹰基金-清控科创控股
7120,2014/12/30,学堂在线,A轮,1500万美元,Redpoint-Ventures红点全球基金-高榕资本
7121,2014/12/30,蓝港在线,IPO上市,数亿美元,未透露
7122,2014/12/30,亿航智能,A轮,1000万美元,真格基金-PreAngel-GGV纪源资本-乐搏资本
7123,2014/12/30,葡萄生活,A轮,1000万美元,君联资本
7124,2014/12/30,在路上,B轮,数千万美元,IDG资本-Redpoint-Ventures红点全球基金-新天域资本-湖畔山南资本-岳弢
7125,2014/12/29,艾琳格瑞,天使轮,未透露,联想之星
7126,2014/12/29,凯瑞得,天使轮,未透露,毅达资本
7127,2014/12/29,茵茵股份,A轮,未透露,深创投-国科投资
7128,2014/12/29,山城水都,A轮,未透露,未透露
7129,2014/12/29,紫红泥,B轮,未透露,未透露
7130,2014/12/29,美集,A轮,100万人民币,安芙兰资本
7131,2014/12/29,深圳云高信息,A轮,500万人民币,广发信德
7132,2014/12/29,蓝巨人,种子轮,数十万人民币,未透露
7133,2014/12/29,绝地科技,天使轮,数百万人民币,鼎聚投资-游侠汇
7134,2014/12/29,Zenjoy,天使轮,数百万人民币,红杉资本中国
7135,2014/12/29,Musical.ly,天使轮,数百万人民币,快创营-华岩资本ChinaRock
7136,2014/12/29,当客网络,天使轮,数百万人民币,盈动资本
7137,2014/12/29,兰贝科技,天使轮,200万人民币,未透露
7138,2014/12/29,爱淘妈妈,天使轮,数百万人民币,未透露
7139,2014/12/29,SUGR Cube,天使轮,数百万人民币,真格基金
7140,2014/12/29,微瑞思创,A轮,数千万人民币,国泰创投
7141,2014/12/29,磨盘时代,A轮,6500万人民币,招商局资本-爱施德
7142,2014/12/29,新氧,B轮,2000万美元,经纬中国-挚信资本
7143,2014/12/29,好车无忧,A轮,2000万美元,经纬中国-成为资本-明势资本-源码资本
7144,2014/12/29,新潮小区,天使轮,6000万人民币,未透露
7145,2014/12/29,小米科技,E轮,11亿美元,云锋基金-DST-厚朴基金-GIC新加坡政府投资公司-全明星投资All-Stars-Investment
7146,2014/12/28,太奇教育,A轮,未透露,约瑟投资
7147,2014/12/28,易课文化,天使轮,100万人民币,未透露
7148,2014/12/28,蓝网科技,B轮,630万人民币,恒信移动
7149,2014/12/28,美办网,天使轮,300万人民币,九合创投
7150,2014/12/28,17约课,天使轮,50万人民币,英诺天使基金
7151,2014/12/28,隆大佶大学帮帮,天使轮,260万人民币,天使汇-上海中悉投资
7152,2014/12/28,钰悦网络,天使轮,数百万人民币,乐动卓越
7153,2014/12/28,电视极客,天使轮,数百万人民币,志成资本
7154,2014/12/28,诺赢招财猫,天使轮,数百万人民币,志成资本
7155,2014/12/28,蓝鲸直播,天使轮,数百万人民币,天使投资人王刚
7156,2014/12/28,医生树,A轮,1000万美元,未透露
7157,2014/12/28,牛铺网,天使轮,数百万人民币,普思资本
7158,2014/12/28,爱代驾,B轮,数千万美元,常春藤资本-825新媒体产业基金
7159,2014/12/28,牛大坊,天使轮,300万人民币,未透露
7160,2014/12/28,赛维懒到家,A轮,1200万人民币,岚源资本
7161,2014/12/28,纷印,天使轮,数百万人民币,元禾控股
7162,2014/12/28,寻钱网,A轮,数千万人民币,浙商创投-丰厚资本
7163,2014/12/27,社火科技,天使轮,数百万人民币,图吧-壕鑫游戏大厅
7164,2014/12/27,天天有货,天使轮,未透露,君润资本
7165,2014/12/27,南方银谷,C轮,数亿人民币,奇虎360-平安信托
7166,2014/12/27,美格方互动,天使轮,数百万人民币,极客帮创投-志成资本
7167,2014/12/27,若水医生,A轮,数千万人民币,未透露
7168,2014/12/26,珂信健康,天使轮,数百万人民币,爱尔眼科
7169,2014/12/26,美立方自助仓,A轮,2000万人民币,同方创投
7170,2014/12/26,福玛特Fmart,A轮,数千万人民币,国科投资
7171,2014/12/26,平安环保,B轮,未透露,未透露
7172,2014/12/26,前景光电,A轮,未透露,未透露
7173,2014/12/26,立成景观,A轮,未透露,启明创投
7174,2014/12/26,天地汇,A轮,数千万人民币,未透露
7175,2014/12/26,美丽加芬BeautyPlus,B轮,数千万美元,源星资本
7176,2014/12/26,汇桔网,A轮,3500万美元,厚朴基金
7177,2014/12/26,蛋蛋股票,A轮,1000万人民币,启赋资本
7178,2014/12/26,蛋蛋理财,A轮,1000万人民币,启赋资本
7179,2014/12/26,iPIN爱拼网,A轮,未透露,未透露
7180,2014/12/26,Sciener科技侠,天使轮,未透露,未透露
7181,2014/12/26,知图科技,A轮,数百万美元,新浪微博基金
7182,2014/12/26,星图游戏,天使轮,数百万人民币,志成资本
7183,2014/12/26,百融金服,A轮,数千万人民币,IDG资本-浙报传媒(东方星空)-高瓴资本
7184,2014/12/26,新美互通Kika Tech,A轮,1000万美元,东方弘道(弘合基金)-伯乐纵横投资
7185,2014/12/26,活力蛙,天使轮,未透露,未透露
7186,2014/12/26,香百年,A轮,500万美元,未透露
7187,2014/12/26,票据客,A轮,2000万人民币,清科创投
7188,2014/12/26,团若网,B轮,4000万美元,Atlas-Venture
7189,2014/12/26,人人车,B轮,2000万美元,Redpoint-Ventures红点全球基金-策源创投-顺为资本
7190,2014/12/26,陆金所,A轮,30亿人民币,未透露
7191,2014/12/25,云掌柜,B轮,1000万美元,艺龙旅行网
7192,2014/12/25,三启生物,天使轮,未透露,达安基因
7193,2014/12/25,吉贝克,B轮,数千万人民币,芳晟股权投资基金
7194,2014/12/25,银翼医疗,A轮,3000万人民币,未透露
7195,2014/12/25,七娱乐,天使轮,数百万人民币,娱乐工场-淘梦网
7196,2014/12/25,德润科技,A轮,未透露,未透露
7197,2014/12/25,枣到了,天使轮,数百万人民币,未透露
7198,2014/12/25,有演出,天使轮,未透露,梅花天使创投
7199,2014/12/25,GaiaMagic盖亚魔力,天使轮,未透露,梅花天使创投
7200,2014/12/25,友演出,天使轮,未透露,梅花天使创投
7201,2014/12/25,合拍网,天使轮,未透露,梅花天使创投
7202,2014/12/25,魅族应用商店,A轮,数亿人民币,阿里巴巴-海通开元
7203,2014/12/25,小鲤鱼育儿,A轮,未透露,凯风创投-李锐
7204,2014/12/25,宜云健康康复助手,天使轮,数百万人民币,华映资本-825新媒体产业基金
7205,2014/12/25,朋友说,天使轮,未透露,险峰长青
7206,2014/12/25,星空互动,天使轮,数百万人民币,新浪微博基金-常州高新投
7207,2014/12/25,巴适公交,A轮,1350万人民币,未透露
